PSA-Nr.;Aufstellort;Bezirk/Gebiet;Abschnitt/-von;Abschnitt/-bis;Stellplätze;Roter Punkt;Gebuehrenzeit;Gebuehr je 15 Minuten;HPD/Std.;Tagesgebuehr;Tarifzone;GeoKoordinateNord;GeoKoordinateOst 
1489;Frankfurter Str. 85 - 87;Mülheim;Montanusstraße;Wiesbadener Straße;6;;Mo-Sa 12:00/18:00 - 20:00;0,50 €;2;;500068;50,9590822;7,0092145
1490;Frankfurter Str. 63;Mülheim;Wiesbadener Str.;Lassallestr.;16;;Mo-Sa 09:00/18:00 - 20:00;0,50 €;2;;500061;50,9601;7,00779
1491;Frankfurter Str. 55;Mülheim;Lassallestr.;Elisabeth-Breuer-Str.;10;;Mo-Sa 12:00 - 20:00;0,50 €;2;;500062;50,9608156;7,006718
1492;An der Kemperwiese 2;Mülheim;Dellbrücker Hauptstr.;Wiesenstr.;44;;"Mo-Mi+Fr 09:00 - 18:00; Do 14:00 - 18:00 + Sa 09:00 - 14:00";0,50 €;4;;500035;50,97559152;7,07449218
1493;Am Malzbüchel 4;Georgsviertel;Heumarkt;Peter-Welter-Platz;6;GEO;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,93445334;6,95997127
1494;Thieboldsgasse ggü. 140;Griechenmarktviertel;Lungengasse;Spinnmühlengasse;10;GRI;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,934532;6,947537
1495;Berrenrather Str. 204;Sülz-Nord I;Redwitzstraße;Gustavstraße;6;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,9608156;7,006718
1496;Fleischmengergasse ggü. 37;Griechenmarktviertel;Bayardsgasse;Lungengasse;13;GRI;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,934365;6,948797
1497;Goethestr. 2;Porz;Bahnhofstraße;Friedrichstraße;8;;Mo-Fr 09:00 - 19:00 + Sa 09:00 - 16:00;0,50 €;4;;500011;50,9608156;7,006718
1498;Siegburger Straße ggü. 147;Deutz V;Severinsbrücke;Alfred-Schütte-Allee;45;DEUTZ V;Mo-Sa 09:00 - 21:00;0,50 €;12;Ja;500102;50,9608156;7,006718
1499;Lentstr.;Agnesviertel II;Neusser Wall;Innere Kanalstraße;34;AGN II;Mo-So 09:00 - 21:00;1,00 €;4;;500055;50,9608156;7,006718
1500;Lentstr. 8;Agnesviertel II;Innere Kanalstraße;Neusser Wall;28;AGN II;Mo-So 09:00 - 21:00;1,00 €;4;;500055;50,9608156;7,006718
1501;Fleischmengergasse 57;Griechenmarktviertel;Neumarkt;Lungengasse;6;;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,935123;6,948875
1502;Kalker Hauptstr. 223;Kalk;Steprathstraße;Breuerstraße;12;;Mo-Fr 09:00 - 18:00 + Sa 09:00 - 14:00;0,50 €;4;;500003;50,93863685;7,00723888
1503;Pfeilstraße 38-40;Nördlich Neumarkt;;;4;NEU;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,93771;6,94162
1504;Auf der Ruhr 2;Nördlich Neumarkt;Breite Straße;Elstergasse;5;NEU;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,93946;6,95225
1505;freie Nummer (ehemals Quatermarkt 6);City/Martinsviertel;In der Höhle;Gürzenichstraße;22;CITY;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,93652;6,95779
1506;Agrippastr. 87;Griechenmarktviertel;Peterstr.;Kämmergasse;14;GRI;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,93305;6,950307
1507;Am Vorgebirgstor 13;Rodenkirchen;Bremsstr.;Vorgebirgsstr.;16;;Mo-Fr 09:00 - 18:00 + Sa 09:00 - 13:00;0,50 €;4;;500010;50,8710317;7,0270295
1508;Gottfried-Hagen-Str.;Kalk;Stichstraße RTZ;"""Hagen""-Gelände";10;;Mo-Fr 09:00 - 18:00;0,50 €;4;;500018;50,9320429;7,0026302
1509;Pfarrer-Oermann-Platz;Porz;Parkplatz;;28;;Mo-Fr 09:00 - 18:00 + Sa 09:00 - 13:00;0,50 €;4;;500010;50,9320429;7,0026302
1510;Subbelrather Str. 138;Ehrenfeld;Gutenbergstraße;Lukasstraße;10;;Mo-Sa 09:00 - 21:00;0,50 €;2;;500015;50,9320429;7,0026302
1511;Ostlandstraße;Weiden-Süd;Lübecker Straße;An der Alten Post;12;Weiden-S;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,9320429;7,0026302
1512;Florenzer Str.;Chorweiler;Athener Ring;Parkhaus City-Center;3;;Mo-So 09:00 - 23:00;0,50 €;2;;500019;51,02116442;6,89448477
1513;Schillerstr. 21;Porz;Bahnhofstraße;Heinrich-von-Kleist-Str.;17;PORZ;Mo-Fr 09:00 - 19:00 + Sa 09:00 - 16:00;0,50 €;10;Ja;500103;50,939719;6,8348571
1514;Schillerstr. 8;Porz;Bahnhofstraße;Heinrich-von-Kleist-Str.;18;PORZ;Mo-Fr 09:00 - 19:00 + Sa 09:00 - 16:00;0,50 €;10;Ja;500103;50,9114;6,96559
1515;Heinrich-von-Kleist-Str. 30;Porz;Schillerstraße;Straßenbahngleise;13;PORZ;Mo-Fr 09:00 - 19:00 + Sa 09:00 - 16:00;0,50 €;10;Ja;500103;50,8809693;7,059061
1516;Theodor-Körner-Str.;Porz;Max-von-Schenkendorf-Str.;Wendeanlage;24;PORZ;Mo-Fr 09:00 - 19:00 + Sa 09:00 - 16:00;0,50 €;10;Ja;500103;50,8894921;7,0028569
1517;Max-von-Schenkendorf-Str.;Porz;Fabrikeinfahrt;Straßenbahngleise;19;PORZ;Mo-Fr 09:00 - 19:00 + Sa 09:00 - 16:00;0,50 €;10;Ja;500103;50,8822491;7,0590798
1518;Mühlenstr.;Porz;Heinrich-von-Kleist-Str.;Ernst-Mühlendyck-Str.;13;PORZ;Mo-Fr 09:00 - 19:00 + Sa 09:00 - 16:00;0,50 €;4;;500011;50,8817496;7,057251
1519;Ernst-Mühlendyck-Str. 4;Porz;Stichstr. 4;;29;PORZ;Mo-Fr 09:00 - 19:00 + Sa 09:00 - 16:00;0,50 €;4;;500011;50,88321;7,05775
1520;Hauptstr. 432 (Parkplatz Einfahrt);Porz;Karlstraße;Bergerstraße;20;PORZ;Mo-Fr 09:00 - 19:00 + Sa 09:00 - 16:00;0,50 €;4;;500011;50,88732232;7,05599522
1521;Hauptstr. 426 (Parkplatz Ausfahrt);Porz;Karlstraße;Bergerstraße;35;PORZ;Mo-Fr 09:00 - 19:00 + Sa 09:00 - 16:00;0,50 €;4;;500011;50,88654232;7,05595232
1522;Hauptstr. 401;Porz;Karlstraße;Bergerstraße;8;PORZ;Mo-Fr 09:00 - 19:00 + Sa 09:00 - 16:00;0,50 €;4;;500011;50,88643588;7,05567137
1523;Josefstr. 38;Porz;Bergerstraße;Karlstraße;19;PORZ;Mo-Fr 09:00 - 19:00 + Sa 09:00 - 16:00;0,50 €;4;;500011;50,88776276;7,05772864
1524;Karlstr. 16;Porz;Hauptstraße;Josefstraße;8;PORZ;Mo-Fr 09:00 - 19:00 + Sa 09:00 - 16:00;0,50 €;4;;500011;50,8855063;7,05628464
1525;Goethestr. 13;Porz;Bahnhofstraße;Klingerstraße;13;PORZ;Mo-Fr 09:00 - 19:00 + Sa 09:00 - 16:00;0,50 €;4;;500011;50,9414026;6,8342966
1526;Friedrichstr. 19;Porz;Klingerstraße;Bahnhofstraße;27;PORZ;Mo-Fr 09:00 - 19:00 + Sa 09:00 - 16:00;0,50 €;4;;500011;50,9414026;6,8342966
1527;Klingerstr. 10;lrh. ohne BWP;Bahnhofstraße;Friedrichstraße;30;PORZ;Mo-Fr 09:00 - 19:00 + Sa 09:00 - 16:00;0,50 €;4;;500011;50,88459157;7,06277137
1528;Klingerstr.a;Porz;Bahnhofstraße;Friedrichstraße;14;PORZ;Mo-Fr 09:00 - 19:00 + Sa 09:00 - 16:00;0,50 €;4;;500011;50,9414026;6,8342966
1529;Bahnhofstr. 74-76;Porz;Schillerstraße;Bahnhofstr. 136;15;PORZ;Mo-Fr 09:00 - 19:00 + Sa 09:00 - 16:00;0,50 €;4;;500011;50,9414026;6,8342966
1530;Glasstr. 33;Porz;Bahnhofstraße;Concordiaplatz;66;PORZ;Mo-Fr 09:00 - 19:00 + Sa 09:00 - 16:00;0,50 €;10;Ja;500103;50,9414026;6,8342966
1531;Glasstr. 4;Porz;Bahnhofstraße;Concordiaplatz;14;PORZ;Mo-Fr 09:00 - 19:00 + Sa 09:00 - 16:00;0,50 €;10;Ja;500103;50,9414026;6,8342966
1532;Glasstr.;Porz;Bahnhofstraße;Concordiaplatz;14;PORZ;Mo-Fr 09:00 - 19:00 + Sa 09:00 - 16:00;0,50 €;10;Ja;500103;50,8817521;7,0621694
1533;Germaniastr. 14;Porz;Concordiaplatz;Bahnhofstraße;29;PORZ;Mo-Fr 09:00 - 19:00 + Sa 09:00 - 16:00;0,50 €;10;Ja;500103;50,8817521;7,0621694
1534;Germaniastr.;Porz;Concordiaplatz;Bahnhofstraße;19;PORZ;Mo-Fr 09:00 - 19:00 + Sa 09:00 - 16:00;0,50 €;10;Ja;500103;50,8817521;7,0621694
1535;Friedrich-Ebert-Ufer;Porz;Bennauerstraße;Bahnhofstraße;8;PORZ;Mo-Fr 09:00 - 19:00 + Sa 09:00 - 16:00;0,50 €;4;;500011;50,883683;7,054479
1536;Neusser Str. 527;Nippes;Derfflingerstraße;Mollwitzstraße;11;;Mo-Fr 09:00 - 18:00 + Sa 09:00 - 14:00;0,50 €;4;;500012;50,9741812;6,9506158
1537;Neusser Str. 555;Nippes;Schmiedegasse;Derfflingerstraße;3;;Mo-Fr 09:00 - 18:00 + Sa 09:00 - 14:00;0,50 €;4;;500012;50,9741812;6,9506158
1538;freie Nummer (ehemals Deutzer Freiheit 64);Deutz I;Mindener Straße;Tempelstraße;30;;Mo-Sa 09:00 - 21:00;1,00 €;2;;500070;50,93676945;6,97273268
1539;Philipp-Reis-Str.;Porz;Bergerstr.;Philipp-Reis-Str.;110;;Mo-Fr 09:00 - 19:00 + Sa 09:00 - 16:00;0,50 €;10;Ja;500103;50,9741812;6,9506158
1540;Siegburger Straße;Deutz V;Severinsbrücke;Alfred-Schütte-Allee;45;DEUTZ V;Mo-Sa 09:00 - 21:00;0,50 €;12;Ja;500102;50,9741812;6,9506158
1541;Bonner Wall;Südliche Neustadt II;Wormser Str.;Bonner Str.;15;SÜD II;Mo-Sa 09:00 - 18:00;0,50 €;9;Ja;500100;50,9741812;6,9506158
1542;Helenenwallstr.;Deutz I;Troisdorfer Straße;Siegburger Straße;15;DEUTZ I;Mo-Sa 09:00 - 21:00;0,50 €;12;Ja;500102;50,93197698;6,97246335
1543;Bahnhofstr. 43;Porz;Friedrichstraße;Goethestraße;6;;Mo-Fr 09:00 - 19:00 + Sa 09:00 - 16:00;0,50 €;4;;500011;50,9741812;6,9506158
1544;Stolberger Str. 311;Lindenthal;Eupener Straße;Maarweg;8;;Mo-Fr 09:00 - 18:00;0,50 €;4;;500018;50,94197;6,89332
1545;Amsterdamer Str.;Agnesviertel II;Amsterdamer Str.;Neusser Wall;6;;Mo-Sa 09:00 - 18:00;1,00 €;4;;500001;50,9686758;6,9689057
1546;Prälat-van-Acken-Str.;Hohenlind;Dürener Str.;Werthmannstr.;18;H.-Lind;Mo-So 09:00 - 21:00;0,50 €;4;;500047;50,9249107;6,8970477
1547;Urbacher Weg;Porz;Steinstraße;Schildgenweg;24;;Mo-Sa 09:00 - 18:00;0,50 €;9;Ja;500100;50,8938918;7,0497683
1548;Urbacher Weg;Porz;Steinstraße;Schildgenweg;18;;Mo-Sa 09:00 - 18:00;0,50 €;9;Ja;500100;50,8938918;7,0497683
1549;Urbacher Weg;Porz;Steinstraße;Schildgenweg;21;;Mo-Sa 09:00 - 18:00;0,50 €;9;Ja;500100;50,8938918;7,0497683
1550;Salmstr.;Porz;Hechtstraße;Pfeiffergasse;6;;Mo-Fr 09:00 - 18:00 + Sa 09:00 - 13:00;0,50 €;2;;500034;50,9133991;6,9908594
1551;Neuköllner Str.;Georgsviertel;Großer Griechenmarkt;Agrippastraße;6;;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,93300904;6,9536832
1552;Oskar-Jäger-Str. 2/ BA Lindenthal I;Lindenthal;Aachener Straße;Oskar-Jäger-Straße;17;;Mo-Fr 08:00 - 22:00;0,50 €;4;;500027;50,937613;6,911622
1553;Oskar-Jäger-Str. 2/ BA Lindenthal II;Lindenthal;Aachener Straße;Oskar-Jäger-Straße;17;;Mo-Fr 08:00 - 22:00;0,50 €;4;;500027;50,93761285;6,91162214
1554;Roonstr. A;Rathenauviertel;Beethovenstraße;Lindenstraße;6;RATH;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9315787;6,9369833
1555;Werthmannstr. 22;Hohenlind;Prälat-van-Acken-Str.;Decksteiner Str.;12;H.-Lind;Mo-So 09:00 - 21:00;0,50 €;4;;500047;50,9240777;6,89635073
1556;Werthmannstr.;Hohenlind;Prälat-van-Acken-Str.;Decksteiner Str.;20;H.-Lind;Mo-So 09:00 - 21:00;0,50 €;4;;500047;50,9240039;6,8961272
1557;Fontanestr. 4;Agnesviertel II;Neusser Wall;Stormstraße;13;AGN II;Mo-Sa 09:00 - 01:00;1,00 €;4;;500005;50,94079;6,84857
1558;Stormstr. 10/12;Agnesviertel II;Fontanestraße;Neusser Wall;23;AGN II;Mo-Sa 09:00 - 01:00;1,00 €;4;;500005;50,94079;6,84857
1559;freie Nummer (ehemals Eifelwall 6);Südbahnhof;Eifelstraße;Gabelsbergerstr.;15;SBF + SÜD I;Mo-Sa 09:00 - 18:00;0,50 €;9;Ja;500100;50,92425451;6,93867076
1560;freie Nummer (ehemals Eifelwall (Brückenpfeiler));Südbahnhof;Eifelstraße;Gabelsbergerstr.;13;SBF + SÜD I;Mo-Sa 09:00 - 18:00;0,50 €;9;Ja;500100;50,92295051;6,94063291
1561;Aachener Str.;Belgisches Viertel;Schmalbeinstr.;Universitätsstr.;15;BELG;Mo-Sa 09:00 - 18:00;0,50 €;9;Ja;500100;50,93671669;6,92723393
1562;Gabelsbergerstr. 5;Südbahnhof;Stolzestraße;Eifelwall;85;SBF;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9377539;6,8596248
1563;Helenenwallstr./Siegburger Str. Platz;Deutz I;Parkplatz;;40;DEUTZ I;Mo-Sa 09:00 - 21:00;0,50 €;12;Ja;500102;50,93158475;6,97194636
1564;Siegburger Str.;Deutz I;Troisdorfer Str.;Severinsbrücke;14;DEUTZ I;Mo-Sa 09:00 - 21:00;0,50 €;12;Ja;500102;50,93171322;6,97134554
1565;Bataverstr. 6;Deutz II;Suevenstraße;Langobardenstr.;13;DEUTZ II;Mo-Sa 09:00 - 21:00;1,00 €;4;;500004;50,93220756;6,97725226
1566;Langobardenstr.;Deutz II;Bataverstraße;Gotenring;7;DEUTZ II;Mo-Sa 09:00 - 21:00;1,00 €;4;;500004;50,9315811;6,976199
1567;Gotenring 59;Deutz II;Langobardenstr.;Suevenstr.;6;DEUTZ II;Mo-Sa 09:00 - 21:00;1,00 €;4;;500004;50,93211703;6,97588994
1568;Im Weichserhof;Severinsviertel;Katharinengraben;Severinsbrücke;17;SEV;Mo-Sa 09:00 - 18:00;0,50 €;9;Ja;500100;50,92946919;6,96159571
1569;Maler-Bock-Gäßchen ggü. 2 a;Severinsviertel;Im Weichserhof;Katharinengraben;5;SEV;Mo-Sa 09:00 - 18:00;0,50 €;9;Ja;500100;50,92892371;6,96106869
1570;Aachener Str. (Weiher);Rathenauviertel;Universitätsstr.;Bahnüberführung;21;RATH;Mo-Sa 09:00 - 18:00;0,50 €;9;Ja;500100;50,9364326;6,9356293
1571;Gummersbacher Str.;Deutz;Deutz-Kalker Str.;DB-Überführung;15;;Mo-So 09:00 - 23:00;0,50 €;14;Ja;500101;50,93826045;6,98819651
1572;Schmittgasse 35;Porz;Wahner Straße;Hauptstraße;11;;Mo-Fr 09:00 - 18:00 + Sa 09:00 - 13:00;0,50 €;4;;500010;50,9292914;6,9609973
1573;Perlengraben (freilaufender Rechtabbieger auf Blaubach);Pantaleonsviertel;Menglbergstr.;Blaubach;4;PAN;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,93055492;6,95227018
1574;Niehler Gürtel;Nippes;;;30;NIPPES III + IV;Mo-Fr 09:00 - 16:00 + Sa 09:00 - 13:00;0,50 €;7;Ja;500116;50,9292914;6,9609973
1575;An den Dominikanern;Gereonsviertel;Postprivatstr.;Stolkgasse;4;GER;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,94259949;6,95447308
1576;Cranachstr. 8;Nippes;Neusser Straße;Kempener Straße;7;NIPPES;Mo-Fr 11:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500007;50,9611;6,9536
1577;Cranachstr. 9;Nippes;Neusser Straße;Kempener Straße;5;NIPPES;Mo-Fr 11:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500007;50,9610519;6,9533179
1578;Steinbergerstr. 4;Nippes;Christianastraße;Neusser Straße;25;NIPPES;Mo-Fr 11:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500007;50,96177044;6,95389805
1579;Steinbergerstr.;Nippes;Kempener Straße;Christianastraße;6;NIPPES;Mo-Fr 11:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500007;50,96162798;6,95250571
1580;Christinastr. 39;Nippes;Steinberger Straße;Wilhelmstraße;26;NIPPES;Mo-Fr 08:00 - 21:00 + Sa 08:00 - 15:00;0,50 €;4;;500014;50,96250507;6,95273487
1581;Wilhelmstr. 63;Nippes;Auguststraße;Kempener Straße;13;NIPPES;Mo-Fr 08:00 - 21:00 + Sa 08:00 - 15:00;0,50 €;4;;500014;50,96257008;6,95122374
1582;Auguststr. 27;Nippes;Wilhelmstraße;Kempener Straße;14;NIPPES;Mo-Fr 08:00 - 21:00 + Sa 08:00 - 15:00;0,50 €;4;;500014;50,96209845;6,95189461
1583;Viersener Str. 15/17;Nippes;Auguststraße;Kempener Straße;34;NIPPES;Mo-Fr 08:00 - 21:00 + Sa 08:00 - 15:00;0,50 €;4;;500014;50,9633;6,95089
1584;Auguststr. 58;Nippes;Thüringer Straße;Viersener Straße;13;NIPPES;Mo-Fr 08:00 - 21:00 + Sa 08:00 - 15:00;0,50 €;4;;500014;50,96379;6,9516
1585;Baudriplatz 7;Nippes;Auguststraße;Christinastr.;22;NIPPES;Mo-Fr 11:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500007;50,96402394;6,95211369
1586;Christinastr. 72;Nippes;Viersener Straße;Baudriplatz;17;NIPPES;Mo-Fr 08:00 - 21:00 + Sa 08:00 - 15:00;0,50 €;4;;500014;50,96370211;6,95263621
1587;Baudristr. 5-7;Nippes;Neusser Straße;Baudriplatz;16;NIPPES;Mo-Fr 11:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500007;50,9640904;6,9523935
1588;Christinastr. 80;Nippes;Baudriplatz;Einheitstraße;11;NIPPES;Mo-Fr 11:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500007;50,96474;6,95255
1589;Baudriplatz 12;Nippes;Christianastraße;Turmstraße;19;NIPPES;Mo-Fr 11:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500007;50,96439;6,9518
1590;Turmstr.;Nippes;Einheitstraße;Baudriplatz;13;NIPPES;Mo-Fr 11:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500007;50,9649481;6,9512397
1591;Einheitstr. 11;Nippes;Christianastraße;Neusser Straße;19;NIPPES;Mo-Fr 11:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500007;50,9651;6,9524
1592;Geldorpstr. 5;Nippes;Turmstraße;Gocher Straße;16;NIPPES;Mo-Fr 11:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500007;50,96488409;6,95040134
1593;Thüringer Str. 11;Nippes;Gocher Straße;Auguststraße;17;NIPPES;Mo-Fr 11:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500007;50,96386959;6,95090207
1594;Simon-Meister-Str. 10/12;Nippes;Mauenheimer Straße;Gocher Straße;28;NIPPES;Mo-Fr 11:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500007;50,9651;6,9524
1595;Mauenheimer Str. 13;Nippes;Neusser Straße;Schillstraße;20;NIPPES;Mo-Fr 11:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500007;50,96574375;6,95255035
1596;Mauenheimer Str. 13;Nippes;Neusser Straße;Schillstraße;23;NIPPES;Mo-Fr 11:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500007;50,96560676;6,95289536
1597;Schillstr. 7/9;Nippes;Mauenheimer Straße;Neusser Straße;13;NIPPES;Mo-Fr 11:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500007;50,96647858;6,95232781
1598;Blücherstr. 2/4;Nippes;Neusser Straße;Yorckstraße;11;NIPPES + III;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500059;50,96652311;6,95409313
1599;Blücherstr. 5;Nippes;Neusser Straße;Yorckstraße;14;NIPPES + III;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500059;50,96658047;6,95408659
1600;Blücherstr. 23;Nippes;Schwerinstraße;Bülowstraße;9;NIPPES + III;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500059;50,96640216;6,95728927
1601;Yorckstr. 9;Nippes;Blücherstraße 9/11;Scharnhorststraße;11;NIPPES;Mo-Fr 11:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500007;50,96599493;6,95484093
1602;Leipziger Platz 7;Nippes;Yorckstraße;Bülowstraße;18;NIPPES;Mo-Fr 11:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500007;50,96558784;6,95580536
1603;Scharnhorststr. 4;Nippes;Yorckstraße;Neusser Straße;21;NIPPES;Mo-Fr 11:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500007;50,9656777;6,95424341
1604;Bülowstr. 28;Nippes;Gneisenaustraße;Blücherstraße;19;NIPPES;Mo-Fr 11:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500007;50,96585182;6,95665539
1605;Bülowstr. 8;Nippes;Florastraße;Gneisenaustraße;12;NIPPES;Mo-Fr 11:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500007;50,96468;6,95637
1606;Florastr. 23/25;Nippes;Yorckstraße;Gartenstraße;14;NIPPES;Mo-Fr 11:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500007;50,96468;6,95637
1607;Florastr. 63/65;Nippes;Niehler Straße;Gartenstraße;14;NIPPES;Mo-Fr 11:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500007;50,96468;6,95637
1608;Florastr. 51;Nippes;Niehler Straße;Gartenstraße;10;NIPPES;Mo-Fr 11:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500007;50,9641413;6,9564466
1609;Nelkenstr. ggü. 7;Nippes;Gartenstraße;Neusser Straße;17;NIPPES;Mo-Fr 11:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500007;50,96349;6,9544
1610;Gartenstr.;Nippes;Wilhelmstraße;Nelkenstraße;17;NIPPES;Mo-Fr 11:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500007;50,8983898;7,0257433
1611;Wilhelmstr.;Nippes;Neusser Straße;Gartenstraße;10;NIPPES;Mo-Fr 11:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500007;50,9628335;6,9534442
1612;Wilhelmstr. 15;Nippes;Gartenstraße;Niehler Straße;18;NIPPES;Mo-Fr 11:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500007;50,9634033;6,9579994
1613;Gartenstr. 13;Nippes;Florastraße;Nelkenstraße;9;NIPPES;Mo-Fr 11:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500007;50,8978431;7,0276141
1614;Gellertstr. 34;Nippes;Eichstraße;Neusser Straße;24;NIPPES;Mo-Fr 11:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500007;50,96284;6,95563
1615;Eichstr. 11-13;Nippes;Gellertstraße;Franziskastraße;8;NIPPES;Mo-Fr 11:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500007;50,9626;6,95639
1616;Franziskastr. 8-10;Nippes;Eichstraße;Niehler Straße;14;NIPPES;Mo-Fr 11:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500007;50,9619;6,9579
1617;Eichstr. 31;Nippes;Franziskastraße;Kuenstraße;7;;Mo-Fr 11:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500007;50,961479;6,9564518
1618;Kuenstr. 17;Nippes;Niehler Straße;Eichstraße;14;NIPPES;Mo-Fr 11:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500007;50,96117466;6,95710805
1619;Kuenstr. 10;Nippes;Neusser Straße;Eichstraße;16;NIPPES;Mo-Fr 11:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500007;50,96119;6,95539
1620;Schenkendorfstr. 3;Nippes;Eichstraße;Neusser Straße;16;NIPPES;Mo-Fr 11:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500007;50,96119;6,95539
1621;Auerstr. 3;Nippes;Neusser Straße;Eichstraße;15;NIPPES;Mo-Fr 11:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500007;50,96119;6,95539
1622;Auerstr. 19;Nippes;Eichstraße;Niehler Straße;16;NIPPES;Mo-Fr 11:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500007;50,96119;6,95539
1623;Neusser Str. 170-172;Nippes;Innere Kanalstraße;Auerstraße;6;NIPPES;Mo-Fr 11:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500007;50,95930955;6,95492907
1624;Kempener Str. 6;Nippes;Neusser Straße;Cranachstraße;5;NIPPES;Mo-Fr 11:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500007;50,9608274;6,9534333
1625;Kempener Str. (Mittelallee in R. Neusser Str.);Nippes;Neusser Straße;Cranachstraße;17;NIPPES;Mo-Fr 11:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;10;Ja;500105;50,96084851;6,95315816
1626;Kempener Str. 11;Nippes;Neusser Straße;Cranachstraße;4;NIPPES;Mo-Fr 11:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500007;50,96034586;6,95365483
1627;Kempener Str. (Mittelallee in R. Steinberger Str.);Nippes;Cranachstraße;Steinberger Straße;16;NIPPES;Mo-Fr 11:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;10;Ja;500105;50,9616508;6,952148
1628;Kempener Str. (Mittelallee in R. Cranachstr.);Nippes;Cranachstraße;Steinberger Straße;15;NIPPES;Mo-Fr 11:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;10;Ja;500105;50,9616508;6,952148
1629;Kempener Str. (Mittelallee in R. Wilhelmstr.);Nippes;Steinberger Straße;Wilhelmstraße;25;NIPPES;Mo-Fr 11:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;10;Ja;500105;50,9628335;6,9534442
1630;Kempener Str. (Mittelallee in R. Steinberger Str.);Nippes;Steinberger Straße;Wilhelmstraße;25;NIPPES;Mo-Fr 11:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;10;Ja;500105;50,9616508;6,952148
