,objectid,bezeichnung,nr_stadtbezirk,stadtteil,anzahl,bemerkung,x,y,type
211,220,Komödienstr. gegenüb. Andreaskloster,1,Altstadt/Nord,2,Komödienstr. gegenüb. Andreaskloster,6.955565366085189,50.94165139706498,disabled parking slot
212,221,Kunibertskloster,1,Altstadt/Nord,2,"Kunibertskloster 11-13, Marien-Hospital",6.9626785547229755,50.9473337580901,disabled parking slot
213,223,Lindenstr.,1,Neustadt/Süd,1,Lindenstr.,6.936258694870296,50.9339451874975,disabled parking slot
214,224,Siegburger Str. 359 in Höhe Kölner Bank,7,Poll,1,Siegburger Str. 359,6.990595502114211,50.91663612550937,disabled parking slot
215,225,Siegburger Str. 364,7,Poll,1,Siegburger Str. 364,6.9906897022919425,50.91645894586473,disabled parking slot
216,226,Siegburger Str. 368,7,Poll,1,Siegburger Str. 368,6.991206893001001,50.916199949241495,disabled parking slot
217,227,Stollwerckstraße 35,7,Westhoven,2,Stollwerckstr. 35,7.030171345949712,50.90683693161743,disabled parking slot
218,228,Brücker Mauspfad 613,8,Brück,1,Brücker Mauspfad 613,7.079668147397037,50.94789199642626,disabled parking slot
219,229,Buchforststr. gegenüber 1 - 15,8,Kalk,2,Buchforststr. 3,7.008782887752717,50.94113198689894,disabled parking slot
220,231,Kalker Hauptstr. 64,8,Kalk,1,Kalker Hauptstr. 64,6.997380010187175,50.93731332222684,disabled parking slot
221,232,Kalker Hauptstr. 166,8,Kalk,1,Kalker Hauptstr. 166,7.004726190495047,50.938148837905345,disabled parking slot
222,233,Venloer Str. 247,4,Ehrenfeld,1,Venloer Str. 247,6.922941584310393,50.94718100194294,disabled parking slot
223,234,Strundener Str.,9,Dellbrück,1,Strundener Str. 158,7.087645486686511,50.97135210491305,disabled parking slot
224,235,Buchforststr. 14,8,Kalk,2,Buchforststr. 14 vor dem Ärztehaus,7.008604762471142,50.94217655779516,disabled parking slot
225,236,Thurner Str. 105a,9,Dellbrück,1,Parkplatz für die evangelische Kirche,7.084579636486928,50.97357166206076,disabled parking slot
226,237,Aachener Str. 555,3,Braunsfeld,1,Aachener Str. 555,6.896426792003855,50.93713027199098,disabled parking slot
227,238,Nikolausstr. 132,3,Lindenthal,1,Nikolausstr. 132,6.923539257334717,50.91990687181077,disabled parking slot
228,239,Kalker Hauptstr. 275,8,Kalk,1,Kalker Hauptstr. 275,7.0100353690632975,50.93925987786506,disabled parking slot
229,240,Kalker Hauptstr. Höhe Hs. Nr. 82,8,Kalk,1,Kalker Hauptstr. 82,6.999645058307077,50.9375655042664,disabled parking slot
230,241,Olpener Str. 160,8,Höhenberg,1,Olpener Str. 160,7.024444658262075,50.94024294384082,disabled parking slot
231,243,Rolshover Str. 120,8,Humboldt/Gremberg,1,Rolshover Str. 120,7.000293207597984,50.93070856982086,disabled parking slot
232,244,Rolshover Str. 4 - 6,8,Kalk,2,Rolshover Str. 4,7.0002366501999065,50.937300330517665,disabled parking slot
233,245,Servatiusstr. 7,8,Ostheim,1,Servatiusstr. 7,7.0473070827027415,50.930919945369034,disabled parking slot
234,246,Taunusstr. 2,8,Humboldt/Gremberg,1,Taunusstr. 2,6.9974243980426305,50.934871183738366,disabled parking slot
235,247,An der Kemperwiese vor Haus Nr. 3,9,Dellbrück,2,An der Kemperwiese 3,7.074746341253666,50.975971474433734,disabled parking slot
236,248,Augustastraße Höhe Haus Nr. 6,9,Mülheim,1,Augustastr. 6,7.008813778867965,50.957343369511506,disabled parking slot
237,249,Bergisch Gladbacher Str. 700,9,Holweide,1,Bergisch Gladbacher Str. 700,7.053406350454285,50.97248476627651,disabled parking slot
238,250,Bergisch Gladbacher Str. Höhe 599,9,Holweide,1,Bergisch Gladbacher Str. Höhe 599,7.047849312287132,50.970581180605436,disabled parking slot
239,251,Berliner Str. vor Hs-Nr. 77 Selbsth.Teestube e.V.,9,Mülheim,1,Berliner Str. 77,7.0106869207508264,50.97239522794723,disabled parking slot
240,252,Buchheimer Straße 53/59,9,Mülheim,2,Buchheimer Str. 53,7.003313355155697,50.962479937538035,disabled parking slot
241,253,Dellbrücker Hauptstraße 170-172,9,Dellbrück,1,Dellbrücker Hauptstr. 170,7.069129092930512,50.98009776693323,disabled parking slot
242,254,Dellbrücker Hauptstraße vor Haus 77,9,Dellbrück,1,Dellbrücker Hauptstr. 77,7.074006112640724,50.975200754303856,disabled parking slot
